timestamp,diet_style,expected_kcal,actual_kcal,expected_protein,actual_protein,expected_carbs,actual_actual_carbs,expected_fat,actual_fat,meals_count,correction_count
2025-12-28 12:26:58,,3285,3285,144.0,154.0,431.0,331.0,109.0,149.0,5,"VALIDATION FAILED: | Protein mismatch: 154.0 vs target 144.0 | Carbs mismatch: 331.0 vs target 431.0 | Fat mismatch: 149.0 vs target 109.0 |  | ACTIONABLE GUIDANCE: | → Decrease total protein by 10.0 (6.9%). | → Increase total carbs by 100.0 (23.2%). | → Decrease total fat by 40.0 (36.7%). |  | PER-MEAL TARGETS (machine-readable JSON follows): | { |   ""global"": { |     ""actual"": { |       ""calories"": 3285, |       ""protein"": 154.0, |       ""carbs"": 331.0, |       ""fat"": 149.0 |     }, |     ""target"": { |       ""calories"": 3285, |       ""protein"": 144.0, |       ""carbs"": 431.0, |       ""fat"": 109.0 |     }, |     ""diffs"": { |       ""calories"": 0, |       ""protein"": -10.0, |       ""carbs"": 100.0, |       ""fat"": -40.0 |     } |   }, |   ""per_meal_targets"": [ |     { |       ""meal_index"": 0, |       ""meal_name"": ""Muesli Bowl with Greek Yogurt and Mixed Berries"", |       ""type"": ""breakfast"", |       ""targets"": { |         ""calories"": 520.0, |         ""protein"": 20.6, |         ""carbs"": 88.5, |         ""fat"": 10.2 |       } |     }, |     { |       ""meal_index"": 1, |       ""meal_name"": ""Avocado and Quinoa Power Bowl"", |       ""type"": ""morning_snack"", |       ""targets"": { |         ""calories"": 310.0, |         ""protein"": 9.4, |         ""carbs"": 41.7, |         ""fat"": 11.7 |       } |     }, |     { |       ""meal_index"": 2, |       ""meal_name"": ""Mediterranean Stuffed Bell Peppers with Turkey and Herbs"", |       ""type"": ""lunch"", |       ""targets"": { |         ""calories"": 760.0, |         ""protein"": 39.3, |         ""carbs"": 78.1, |         ""fat"": 23.4 |       } |     }, |     { |       ""meal_index"": 3, |       ""meal_name"": ""Protein-Packed Trail Mix with Seeds and Dried Fruit"", |       ""type"": ""afternoon_snack"", |       ""targets"": { |         ""calories"": 350.0, |         ""protein"": 11.2, |         ""carbs"": 39.1, |         ""fat"": 14.6 |       } |     }, |     { |       ""meal_index"": 4, |       ""meal_name"": ""Herb-Crusted Salmon with Wild Rice Pilaf and Roasted Brussels Sprouts"", |       ""type"": ""dinner"", |       ""targets"": { |         ""calories"": 1345.0, |         ""protein"": 63.5, |         ""carbs"": 183.6, |         ""fat"": 49.1 |       } |     } |   ] | }"
2025-12-28 12:27:16,,3285,3285,144.0,144.0,431.0,431.0,109.0,109.0,5,OK
2025-12-28 12:34:00,,3285,3285,144.0,144.0,431.0,341.0,109.0,141.0,5,"VALIDATION FAILED: | Carbs mismatch: 341.0 vs target 431.0 | Fat mismatch: 141.0 vs target 109.0 |  | ACTIONABLE GUIDANCE: | → Increase total carbs by 90.0 (20.9%). | → Decrease total fat by 32.0 (29.4%). |  | PER-MEAL TARGETS (machine-readable JSON follows): | { |   ""global"": { |     ""actual"": { |       ""calories"": 3285, |       ""protein"": 144.0, |       ""carbs"": 341.0, |       ""fat"": 141.0 |     }, |     ""target"": { |       ""calories"": 3285, |       ""protein"": 144.0, |       ""carbs"": 431.0, |       ""fat"": 109.0 |     }, |     ""diffs"": { |       ""calories"": 0, |       ""protein"": 0.0, |       ""carbs"": 90.0, |       ""fat"": -32.0 |     } |   }, |   ""per_meal_targets"": [ |     { |       ""meal_index"": 0, |       ""meal_name"": ""Mediterranean Egg Scramble with Spinach and Feta"", |       ""type"": ""breakfast"", |       ""targets"": { |         ""calories"": 530.0, |         ""protein"": 26.0, |         ""carbs"": 40.4, |         ""fat"": 24.7 |       } |     }, |     { |       ""meal_index"": 1, |       ""meal_name"": ""Tropical Chia Pudding with Mango and Coconut"", |       ""type"": ""morning_snack"", |       ""targets"": { |         ""calories"": 320.0, |         ""protein"": 8.0, |         ""carbs"": 45.5, |         ""fat"": 13.9 |       } |     }, |     { |       ""meal_index"": 2, |       ""meal_name"": ""Lemon Herb Grilled Chicken with Wild Rice Pilaf and Roasted Vegetables"", |       ""type"": ""lunch"", |       ""targets"": { |         ""calories"": 820.0, |         ""protein"": 52.0, |         ""carbs"": 98.6, |         ""fat"": 27.8 |       } |     }, |     { |       ""meal_index"": 3, |       ""meal_name"": ""Apple and Walnut Energy Bites"", |       ""type"": ""afternoon_snack"", |       ""targets"": { |         ""calories"": 285.0, |         ""protein"": 6.0, |         ""carbs"": 48.0, |         ""fat"": 10.8 |       } |     }, |     { |       ""meal_index"": 4, |       ""meal_name"": ""Beef and Mushroom Stir Fry with Brown Rice"", |       ""type"": ""dinner"", |       ""targets"": { |         ""calories"": 1330.0, |         ""protein"": 52.0, |         ""carbs"": 198.5, |         ""fat"": 31.8 |       } |     } |   ] | }"
2025-12-28 12:34:13,,3285,3285,144.0,144.0,431.0,431.0,109.0,109.0,5,OK
2025-12-28 12:45:17,,3285,3285,144.0,154.0,431.0,431.0,109.0,109.0,5,"VALIDATION FAILED: | Protein mismatch: 154.0 vs target 144.0 |  | ACTIONABLE GUIDANCE: | → Decrease total protein by 10.0 (6.9%). |  | PER-MEAL TARGETS (machine-readable JSON follows): | { |   ""global"": { |     ""actual"": { |       ""calories"": 3285, |       ""protein"": 154.0, |       ""carbs"": 431.0, |       ""fat"": 109.0 |     }, |     ""target"": { |       ""calories"": 3285, |       ""protein"": 144.0, |       ""carbs"": 431.0, |       ""fat"": 109.0 |     }, |     ""diffs"": { |       ""calories"": 0, |       ""protein"": -10.0, |       ""carbs"": 0.0, |       ""fat"": 0.0 |     } |   }, |   ""per_meal_targets"": [ |     { |       ""meal_index"": 0, |       ""meal_name"": ""Tropical Smoothie Bowl with Granola"", |       ""type"": ""breakfast"", |       ""targets"": { |         ""calories"": 650.0, |         ""protein"": 20.6, |         ""carbs"": 95.0, |         ""fat"": 18.0 |       } |     }, |     { |       ""meal_index"": 1, |       ""meal_name"": ""Hummus-Stuffed Bell Peppers with Quinoa"", |       ""type"": ""morning_snack"", |       ""targets"": { |         ""calories"": 320.0, |         ""protein"": 11.2, |         ""carbs"": 40.0, |         ""fat"": 12.0 |       } |     }, |     { |       ""meal_index"": 2, |       ""meal_name"": ""Lentil and Vegetable Buddha Bowl"", |       ""type"": ""lunch"", |       ""targets"": { |         ""calories"": 820.0, |         ""protein"": 32.7, |         ""carbs"": 110.0, |         ""fat"": 28.0 |       } |     }, |     { |       ""meal_index"": 3, |       ""meal_name"": ""Apple and Almond Butter Energy Balls"", |       ""type"": ""afternoon_snack"", |       ""targets"": { |         ""calories"": 280.0, |         ""protein"": 7.5, |         ""carbs"": 35.0, |         ""fat"": 12.0 |       } |     }, |     { |       ""meal_index"": 4, |       ""meal_name"": ""Herb-Crusted Pork Tenderloin with Mashed Parsnips and Asparagus"", |       ""type"": ""dinner"", |       ""targets"": { |         ""calories"": 1215.0, |         ""protein"": 72.0, |         ""carbs"": 151.0, |         ""fat"": 39.0 |       } |     } |   ] | }"
2025-12-28 12:45:29,,3285,3285,144.0,144.0,431.0,431.0,109.0,109.0,5,OK
2025-12-28 12:53:44,,3285,3285,144.0,148.0,431.0,431.0,109.0,119.0,5,"VALIDATION FAILED: | Protein mismatch: 148.0 vs target 144.0 | Fat mismatch: 119.0 vs target 109.0 |  | ACTIONABLE GUIDANCE: | → Decrease total protein by 4.0 (2.8%). | → Decrease total fat by 10.0 (9.2%). |  | PER-MEAL TARGETS (machine-readable JSON follows): | { |   ""global"": { |     ""actual"": { |       ""calories"": 3285, |       ""protein"": 148.0, |       ""carbs"": 431.0, |       ""fat"": 119.0 |     }, |     ""target"": { |       ""calories"": 3285, |       ""protein"": 144.0, |       ""carbs"": 431.0, |       ""fat"": 109.0 |     }, |     ""diffs"": { |       ""calories"": 0, |       ""protein"": -4.0, |       ""carbs"": 0.0, |       ""fat"": -10.0 |     } |   }, |   ""per_meal_targets"": [ |     { |       ""meal_index"": 0, |       ""meal_name"": ""Greek Yogurt Bowl with Granola and Mixed Berries"", |       ""type"": ""breakfast"", |       ""targets"": { |         ""calories"": 495.0, |         ""protein"": 21.4, |         ""carbs"": 58.0, |         ""fat"": 16.5 |       } |     }, |     { |       ""meal_index"": 1, |       ""meal_name"": ""Hummus and Veggie Stuffed Bell Peppers"", |       ""type"": ""morning_snack"", |       ""targets"": { |         ""calories"": 210.0, |         ""protein"": 5.8, |         ""carbs"": 25.0, |         ""fat"": 10.1 |       } |     }, |     { |       ""meal_index"": 2, |       ""meal_name"": ""Mediterranean Quinoa-Stuffed Chicken Breast"", |       ""type"": ""lunch"", |       ""targets"": { |         ""calories"": 870.0, |         ""protein"": 56.4, |         ""carbs"": 62.0, |         ""fat"": 34.8 |       } |     }, |     { |       ""meal_index"": 3, |       ""meal_name"": ""Trail Mix with Seeds and Dried Fruit"", |       ""type"": ""afternoon_snack"", |       ""targets"": { |         ""calories"": 310.0, |         ""protein"": 7.8, |         ""carbs"": 32.0, |         ""fat"": 16.5 |       } |     }, |     { |       ""meal_index"": 4, |       ""meal_name"": ""Herb-Crusted Salmon with Wild Rice and Roasted Brussels Sprouts"", |       ""type"": ""dinner"", |       ""targets"": { |         ""calories"": 1400.0, |         ""protein"": 52.6, |         ""carbs"": 254.0, |         ""fat"": 31.1 |       } |     } |   ] | }"
2025-12-28 12:53:53,,3285,3285,144.0,144.0,431.0,431.0,109.0,109.0,5,OK
2025-12-28 13:41:00,,3285,3285,144.0,179.0,431.0,401.0,109.0,121.0,5,"VALIDATION FAILED: | Protein mismatch: 179.0 vs target 144.0 | Carbs mismatch: 401.0 vs target 431.0 | Fat mismatch: 121.0 vs target 109.0 |  | ACTIONABLE GUIDANCE: | → Decrease total protein by 35.0 (24.3%). | → Increase total carbs by 30.0 (7.0%). | → Decrease total fat by 12.0 (11.0%). |  | PER-MEAL TARGETS (machine-readable JSON follows): | { |   ""global"": { |     ""actual"": { |       ""calories"": 3285, |       ""protein"": 179.0, |       ""carbs"": 401.0, |       ""fat"": 121.0 |     }, |     ""target"": { |       ""calories"": 3285, |       ""protein"": 144.0, |       ""carbs"": 431.0, |       ""fat"": 109.0 |     }, |     ""diffs"": { |       ""calories"": 0, |       ""protein"": -35.0, |       ""carbs"": 30.0, |       ""fat"": -12.0 |     } |   }, |   ""per_meal_targets"": [ |     { |       ""meal_index"": 0, |       ""meal_name"": ""Protein Pancakes with Berry Compote"", |       ""type"": ""breakfast"", |       ""targets"": { |         ""calories"": 650.0, |         ""protein"": 28.2, |         ""carbs"": 91.4, |         ""fat"": 16.2 |       } |     }, |     { |       ""meal_index"": 1, |       ""meal_name"": ""Tuna and White Bean Salad with Arugula"", |       ""type"": ""lunch"", |       ""targets"": { |         ""calories"": 720.0, |         ""protein"": 33.8, |         ""carbs"": 69.9, |         ""fat"": 25.2 |       } |     }, |     { |       ""meal_index"": 2, |       ""meal_name"": ""Beef and Barley Stew with Root Vegetables"", |       ""type"": ""dinner"", |       ""targets"": { |         ""calories"": 890.0, |         ""protein"": 40.2, |         ""carbs"": 102.1, |         ""fat"": 28.8 |       } |     }, |     { |       ""meal_index"": 3, |       ""meal_name"": ""Cottage Cheese and Berry Parfait with Almonds"", |       ""type"": ""morning_snack"", |       ""targets"": { |         ""calories"": 320.0, |         ""protein"": 16.1, |         ""carbs"": 26.9, |         ""fat"": 13.5 |       } |     }, |     { |       ""meal_index"": 4, |       ""meal_name"": ""Chocolate Peanut Butter Smoothie Bowl"", |       ""type"": ""afternoon_snack"", |       ""targets"": { |         ""calories"": 705.0, |         ""protein"": 25.7, |         ""carbs"": 140.7, |         ""fat"": 25.3 |       } |     } |   ] | }"
2025-12-28 13:41:13,,3285,3285,144.0,144.0,431.0,430.99999999999994,109.0,109.0,5,OK
2025-12-28 13:44:14,,3285,3285,144.0,144.0,431.0,331.0,109.0,148.0,5,"VALIDATION FAILED: | Carbs mismatch: 331.0 vs target 431.0 | Fat mismatch: 148.0 vs target 109.0 |  | ACTIONABLE GUIDANCE: | → Increase total carbs by 100.0 (23.2%). | → Decrease total fat by 39.0 (35.8%). |  | PER-MEAL TARGETS (machine-readable JSON follows): | { |   ""global"": { |     ""actual"": { |       ""calories"": 3285, |       ""protein"": 144.0, |       ""carbs"": 331.0, |       ""fat"": 148.0 |     }, |     ""target"": { |       ""calories"": 3285, |       ""protein"": 144.0, |       ""carbs"": 431.0, |       ""fat"": 109.0 |     }, |     ""diffs"": { |       ""calories"": 0, |       ""protein"": 0.0, |       ""carbs"": 100.0, |       ""fat"": -39.0 |     } |   }, |   ""per_meal_targets"": [ |     { |       ""meal_index"": 0, |       ""meal_name"": ""Greek Yogurt Bowl with Granola and Mixed Berries"", |       ""type"": ""breakfast"", |       ""targets"": { |         ""calories"": 530.0, |         ""protein"": 26.0, |         ""carbs"": 84.6, |         ""fat"": 11.8 |       } |     }, |     { |       ""meal_index"": 1, |       ""meal_name"": ""Apple Slices with Sunflower Seed Butter"", |       ""type"": ""morning_snack"", |       ""targets"": { |         ""calories"": 215.0, |         ""protein"": 5.0, |         ""carbs"": 36.5, |         ""fat"": 8.1 |       } |     }, |     { |       ""meal_index"": 2, |       ""meal_name"": ""Mediterranean Quinoa-Stuffed Bell Peppers"", |       ""type"": ""lunch"", |       ""targets"": { |         ""calories"": 750.0, |         ""protein"": 28.0, |         ""carbs"": 130.2, |         ""fat"": 16.2 |       } |     }, |     { |       ""meal_index"": 3, |       ""meal_name"": ""Protein-Packed Trail Mix with Seeds and Dried Fruit"", |       ""type"": ""afternoon_snack"", |       ""targets"": { |         ""calories"": 290.0, |         ""protein"": 10.0, |         ""carbs"": 32.6, |         ""fat"": 13.3 |       } |     }, |     { |       ""meal_index"": 4, |       ""meal_name"": ""Herb-Crusted Salmon with Wild Rice Pilaf and Roasted Brussels Sprouts"", |       ""type"": ""dinner"", |       ""targets"": { |         ""calories"": 1500.0, |         ""protein"": 75.0, |         ""carbs"": 147.1, |         ""fat"": 59.6 |       } |     } |   ] | }"
2025-12-28 13:44:26,,3285,3285,144.0,144.0,431.0,431.0,109.0,109.0,5,OK
